preprocessed_text,length,word_count,sentence_count,unique_words_count,average_word_length,target
printer cool mean groovi wine groovi,36,6,1,5,6.0,0
hi harish rent transfr ur acnt,30,6,1,6,5.0,0
anyth lor come,14,3,1,3,4.666666666666667,0
cbe realli good nowaday lot shop showroom citi shape good,57,10,1,9,5.7,0
 still attend da talk,21,4,1,4,5.25,0
prob hon u doinat mo,20,5,1,5,4.0,0
k take care,11,3,1,3,3.6666666666666665,0
take phone callon friday assum year,35,6,1,6,5.833333333333333,0
batteri low babe,16,3,1,3,5.333333333333333,0
shuhui bought ron present swatch watch ,39,6,1,6,6.5,0
yeah quit bit left swing tomorrow get,37,7,1,7,5.285714285714286,0
babe said hour almost internet,30,5,1,5,6.0,0
k sure get noon see,19,5,1,5,3.8,0
k k yesterday cbe,17,4,1,3,4.25,0
went ganesh dress shop,22,4,1,4,5.5,0
pdatenow doubl min txt orang tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptout yhl,115,16,1,16,7.1875,1
 collect ur laptop go configur da set izzit,43,8,1,8,5.375,0
aight latest probabl closer jay tyler two trip,46,8,1,8,5.75,0
come aftr lt decim gt clean hous,32,7,1,7,4.571428571428571,0
ur cashbal current pound maxim ur cashin send cash pmsg cc po box tcrw,70,14,1,13,5.0,1
bill letter im expect one orang isnt bill may still say orang,61,12,1,10,5.083333333333333,0
tell pa pain de,15,4,1,4,3.75,0
hi darlin hope nice night wish come cant wait see love fran ps want dirti anal sex want man gang bang,101,21,1,20,4.809523809523809,0
ha dont know either clever simpl thing pear day perfect christma,64,11,1,11,5.818181818181818,0
helloooo wake sweet morn welcom you enjoy day full joy gud mrng ,64,12,1,12,5.333333333333333,0
alrit,5,1,1,1,5.0,0
must sit around wait summer day celebr magic sight world dress white oooooh let snow,84,15,1,15,5.6,0
urgent mobil number award prize guarante call land line claim valid hr,70,12,1,12,5.833333333333333,1
guy go see movi side,20,5,1,5,4.0,0
tell think plu go stop run,26,6,1,6,4.333333333333333,0
kindli send one flat lt decim gt today,38,8,1,8,4.75,0
sorri u unsubscrib yet mob offer packag min term week pl resubmit request expiri repli themob help info,103,18,1,18,5.722222222222222,1
noth lor bit bore dun u go home earli sleep today ,50,11,1,11,4.545454545454546,0
time tell friend around,23,4,1,4,5.75,0
ye fine love safe,17,4,1,4,4.25,0
thank chikku gud nyt,20,4,1,4,5.0,0
xy ur car u pick,16,5,1,5,3.2,0
thanx time weve spent geva bin mint ur babi want u xxxx,55,12,1,12,4.583333333333333,0
yo way could pick someth tonight,32,6,1,6,5.333333333333333,0
sent send,9,2,1,2,4.5,0
fine simpli sit,15,3,1,3,5.0,0
tht god gift bird human hav natur gift frm god ,47,10,1,8,4.7,0
come day class,14,3,1,3,4.666666666666667,0
im done studyn librari,22,4,1,4,5.5,0
ok u enjoy ur show ,19,5,1,5,3.8,0
anyth ,6,1,1,1,6.0,0
wuld without babi thought alon mite break dont wan na go crazi everyboy need ladi xxxxxxxx,90,16,1,16,5.625,0
wat dear sleep ah,17,4,1,4,4.25,0
hi test lt gt rd ,17,5,1,5,3.4,0
 student solv cat question xam lt gt lt gt lt gt tell answer u r brilliant thingi got answr,91,19,1,15,4.7894736842105265,0
yo know anyon lt gt otherwis abl buy liquor guy flake right get hold somebodi loko night,88,17,1,17,5.176470588235294,0
yup n fren lor meet fren ,25,6,1,5,4.166666666666667,0
yeah got one line us,20,5,1,5,4.0,0
stop wonder wow ever go stop tming tm whenev want mine laugh ,61,12,1,11,5.083333333333333,0
lol yep yesterday alreadi got fireplac anoth icon sit,53,9,1,9,5.888888888888889,0
hey book pilat yoga lesson alreadi haha,39,7,1,7,5.571428571428571,0
ok happen behav like,20,4,1,4,5.0,0
 new messag pleas call ,23,4,1,4,5.75,1
supervisor find one lor thk student havent ask yet tell u aft ask,65,13,1,12,5.0,0
hello news job make wait fifth week yeah im woozl weasel exet still home ,73,14,1,14,5.214285714285714,0
current messag await collect collect messag call ,49,7,1,5,7.0,1
hey babe sorri get sooner gari come fix caus think know go far ptbo say cost lt gt buck know might cheaper find someon second hand machin right let know want babe,162,32,1,29,5.0625,0
make fuck sake x,16,4,1,4,4.0,0
leav u alway ignor,18,4,1,4,4.5,0
nope b go sch fri quit earli lor co my si got paper da morn,59,15,1,15,3.933333333333333,0
bruce b down amp fletcher,25,5,1,5,5.0,0
said would woke ,16,3,1,3,5.333333333333333,0
hey free call,13,3,1,3,4.333333333333333,0
tell who pl,11,3,1,3,3.6666666666666665,0
urgent mobil award bonu caller prize final attempt contact u call ,66,11,1,11,6.0,1
think might give miss teach til twelv lectur two damn work thing,64,12,1,12,5.333333333333333,0
id check like bowl worth left,29,6,1,6,4.833333333333333,0
ye mani sweet,13,3,1,3,4.333333333333333,0
would still cozi exhaust last nightnobodi went school work everyth close,72,11,1,11,6.545454545454546,0
buzzzz grin buzz ass buzz chest buzz cock keep phone vibrat feel shake,70,13,1,11,5.384615384615385,0
sir send group mail check,25,5,1,5,5.0,0
da intro cover energi trend n pro n con brief descript nuclear fusion n oso brief histori iter n jet got abt n half page ,121,25,1,20,4.84,0
none nowher ikno doesdiscount shitinnit ,40,5,1,5,8.0,0
dont know jabo abi,18,4,1,4,4.5,0
ever notic drive anyon go slower idiot everyon drive faster maniac,66,11,1,10,6.0,1
yet ya sapna aunti maneg woulday hogidh chinnu full weak swalpa black agidhan ,78,13,1,13,6.0,0
good babi,9,2,1,2,4.5,0
mostli sport type lyk footbl crckt ,35,6,1,6,5.833333333333333,0
head dey swell oh thank make day,32,7,1,7,4.571428571428571,0
u make fb list,14,4,1,4,3.5,0
sari need tim bollox hurt lot tol,33,7,1,7,4.714285714285714,0
happi new year princess,23,4,1,4,5.75,0
text carlo let know hang,24,5,1,5,4.8,0
worri easi ingredi,18,3,1,3,6.0,0
love u littl poci bell sorri love u,35,8,1,6,4.375,0
ok omw castor,13,3,1,3,4.333333333333333,0
yar lor keep rain non stop u wan go elsewher,44,10,1,10,4.4,0
xma offer latest motorola sonyericsson nokia free bluetooth dvd doubl min txt orang call mobileupd calloptoutqf,111,16,1,16,6.9375,1
u mean u almost done done wif sleep tot u go take nap yup send liao pick ard smth lor ,86,20,1,17,4.3,0
tonight yeah would,18,3,1,3,6.0,0
eat fo lunch senor,18,4,1,4,4.5,0
said right giggl saw u would possibl first persondi nvq think much could,72,13,1,13,5.538461538461538,0
break time one come n get stuff fr ,35,8,1,8,4.375,0
repli win weekli profession sport tiger wood play send stop end servic,70,12,1,12,5.833333333333333,1
see see mayb reboot ym seen buzz,32,7,1,6,4.571428571428571,0
still grinder,13,2,1,2,6.5,0
 polyphon tone ur mob everi week txt pt st tone free get txtin tell ur friend ptone repli hl info,97,20,1,18,4.85,1
ki see k,8,3,1,3,2.6666666666666665,0
list buyer,10,2,1,2,5.0,0
idea guess work hour suppos leav sinc usual nobodi interest figur shit last second,82,14,1,14,5.857142857142857,0
mm entir sure understood text hey ho weekend,44,8,1,8,5.5,0
releas vday shirt u put make bottom half nake instead white underwear,69,12,1,12,5.75,0
know watch film comput ,23,4,1,4,5.75,0
b thursday,10,2,1,2,5.0,0
oh phone phone disconnect,25,4,1,3,6.25,0
id onluy matter get offcampu,28,5,1,5,5.6,0
messag free welcom new improv sex dog club unsubscrib servic repli stop msg p onli,82,15,1,15,5.466666666666667,1
excel see riley plan,20,4,1,4,5.0,0
ew one,6,2,1,2,3.0,0
also hi wesley,14,3,1,3,4.666666666666667,0
ah see lingo let know wot earth finish make,43,9,1,9,4.777777777777778,0
updatenow mth half price orang line rental min call mobileupd calloptoutjq,74,11,1,11,6.7272727272727275,1
imagin life without see fast u search worri l alway disturb u goodnoon ,71,13,1,12,5.461538461538462,0
hm good morn headach anyon,26,5,1,5,5.2,0
yeah prob last night obvious catch speak soon,45,8,1,8,5.625,0
free unlimit hardcor porn direct mobil txt porn get free access hr chrgd p per day txt stop exit msg free,105,21,1,17,5.0,1
might go sch yar e salon v bore,31,8,1,8,3.875,0
lt gt min stop somewher first,29,6,1,6,4.833333333333333,0
lt gt fast approach wish u happi new year happi sankranti happi republ day happi valentin day happi shivratri happi ugadi happi fool day happi may day happi independ day happi friendship mother father teacher children day amp happi birthday u happi ganesh festiv happi dasara happi diwali happi christma lt gt good morn afternoon even night rememberi first wish u raj,367,62,1,38,5.919354838709677,0
one joy lifei wake daywith thought somewheresomeon care enough tosend warm morn greet ,86,13,1,13,6.615384615384615,0
get second half messag,22,4,1,4,5.5,0
wat time u wan meet later,25,6,1,6,4.166666666666667,0
thank much selfless love plenti,31,5,1,5,6.2,0
film ill call later,19,4,1,4,4.75,0
dare chang ring,15,3,1,3,5.0,0
bad girl ladi,13,3,1,3,4.333333333333333,0
love ya tri budget money better babe gari would freak knew,58,11,1,11,5.2727272727272725,0
part do initi understand ,25,4,1,4,6.25,0
finish lunch alreadi u wake alreadi,35,6,1,5,5.833333333333333,0
still game,10,2,1,2,5.0,0
got tallent wast,16,3,1,3,5.333333333333333,0
record one night,16,3,1,3,5.333333333333333,0
also sir sent email log usc payment portal ill send anoth messag explain thing back home great weekend,102,18,1,18,5.666666666666667,0
gon na let know co come bak holiday day come notgettext number,62,12,1,11,5.166666666666667,0
jokin lar depend phone father get lor ,38,7,1,7,5.428571428571429,0
aight lem know,14,3,1,3,4.666666666666667,0
get readi lt gt inch pleasur ,29,6,1,6,4.833333333333333,0
ok feel like john lennon,24,5,1,5,4.8,0
co darren say consid mah ask ,29,6,1,6,4.833333333333333,0
bother trust answer pl,22,4,1,4,5.5,0
one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch that clear frndsship never let u dwn gud nyt ,187,36,1,28,5.194444444444445,0
aight time want come,20,4,1,4,5.0,0
slaaaaav must summon time wish come anymor,42,7,1,7,6.0,0
bill that bad,13,3,1,3,4.333333333333333,0
let know chang next hr even appendix age rang howev imposs chill let know hr,76,15,1,12,5.066666666666666,0
hello yeah got bath need hair come done yeah,44,9,1,8,4.888888888888889,0
weather,7,1,1,1,7.0,0
ok much though h friday cant wait dunno wot hell im gon na anoth week becom slob oh wait alreadi done,101,21,1,20,4.809523809523809,0
die e toot fring ,17,4,1,4,4.25,0
lol know awesom phone could click delet right want,50,9,1,9,5.555555555555555,0
awesom question cute answer someon ask boy how ur life smile amp answer fine gudnit ,84,15,1,14,5.6,0
pleas leav topic sorri tell ,28,5,1,5,5.6,0
pl send correct name da,23,5,1,5,4.6,0
happen yo date,14,3,1,3,4.666666666666667,0
webpag avail,12,2,1,2,6.0,0
woke yeesh late fall asleep til lt gt,37,8,1,8,4.625,0
unsubscrib servic get ton sexi babe hunk straight phone go subscript,68,11,1,11,6.181818181818182,1
dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom pleas contact admin team detail,130,24,1,21,5.416666666666667,0
k k tomorrow onward start ah,28,6,1,5,4.666666666666667,0
u talk bout earli morn almost noon,34,7,1,7,4.857142857142857,0
fine rememb,11,2,1,2,5.5,0
hi babe jordan r u im home abroad lone text back u wan na chat xxsp visionsmscom text stop stopcost p ,102,21,1,19,4.857142857142857,1
ok mani buy,11,3,1,3,3.6666666666666665,0
sound good keep post,20,4,1,4,5.0,0
get brand new mobil phone agent mob plu load goodi info text mat ,65,13,1,13,5.0,1
ok april cant wait,18,4,1,4,4.5,0
boy best get yo ass quick,25,6,1,6,4.166666666666667,0
ay wana meet sat wkg sat,24,6,1,5,4.0,0
wait till bu pick,17,4,1,4,4.25,0
apart one told yesterday,24,4,1,4,6.0,0
ok lor buy wat,14,4,1,4,3.5,0
somebodi go andro steal ice,27,5,1,5,5.4,0
know msg recent,15,3,1,3,5.0,0
take us shop mark distract isaiahd,34,6,1,6,5.666666666666667,0
mum hope great day hope text meet well full life great day abiola,65,13,1,10,5.0,0
sens foot peni,14,3,1,3,4.666666666666667,0
okay thought expert,19,3,1,3,6.333333333333333,0
deep sigh miss realli surpris gone net cafe yet get miss,56,11,1,10,5.090909090909091,0
ss thinl role like sachinjust stand other hit,45,8,1,8,5.625,0
great trip india bring light everyon project everyon lucki see smile bye abiola,79,13,1,12,6.076923076923077,0
importantli discuss u,21,3,1,3,7.0,0
k k train process,17,4,1,3,4.25,0
ok lor ned go toa payoh return smth u wan send wat,50,12,1,12,4.166666666666667,0
da car park,11,3,1,3,3.6666666666666665,0
wish hold tightli make see import much mean much need life ,59,11,1,10,5.363636363636363,0
ask anthoni dad bf,18,4,1,4,4.5,0
wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,111,20,1,17,5.55,0
go take bath ill place key window,33,7,1,7,4.714285714285714,0
lord ring return king store repli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt,102,18,1,16,5.666666666666667,1
dear take care reach homelov u lot,34,7,1,7,4.857142857142857,0
staffsciencenusedusgphyhcmkteachingpc,37,1,1,1,37.0,0
emigr someth ok mayb bit hope ,30,6,1,6,5.0,0
olol print forum post guy exact prob fix gpu replac hope dont ignor,67,13,1,13,5.153846153846154,0
walk mom right stagwood pass right winterston left victor hill address lt gt,76,13,1,12,5.846153846153846,0
yo jp hungri like mofo,22,5,1,5,4.4,0
creepi crazi,12,2,1,2,6.0,0
ok din get ur msg ,18,5,1,5,3.6,0
pathaya enketa maraikara pa,27,4,1,4,6.75,0
even friend priest call,23,4,1,4,5.75,0
u lousi run alreadi come back half dead hee ,44,9,1,9,4.888888888888889,0
said bad dat e gal know u wat u,31,9,1,8,3.4444444444444446,0
remind hr,9,2,1,2,4.5,0
hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,140,27,1,24,5.185185185185185,0
hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,94,18,1,16,5.222222222222222,0
hello hun ru way im good date guy met walkabout far meet soon how everyon els,77,16,1,16,4.8125,0
lol gon na last month cash left lt gt case collect week caus announc blog,73,15,1,15,4.866666666666666,0
good luck draw take place th feb good luck remov send stop custom servic ,73,14,1,12,5.214285714285714,1
short cute good person,22,4,1,4,5.5,0
decid yet eh,12,3,1,3,4.0,0
wat time liao still got,23,5,1,5,4.6,0
ye watch footi worri go blow phil nevil,39,8,1,8,4.875,0
wait insid da car park ,23,5,1,5,4.6,0
uncl abbey happi new year abiola,32,6,1,6,5.333333333333333,0
free call pa,12,3,1,3,4.0,0
r u say order slipper co pay return,35,8,1,8,4.375,0
stop know well,14,3,1,3,4.666666666666667,0
good even roger,15,3,1,3,5.0,0
small problem auction punj ask tiwari,37,6,1,6,6.166666666666667,0
tell tell one treat hi hi hi,28,7,1,4,4.0,0
st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokiap polyp ,79,17,1,14,4.647058823529412,1
u come pick,11,3,1,3,3.6666666666666665,0
that cool like photo sexi,25,5,1,5,5.0,0
would u fuckin believ didnt know thur pre book cancel need b sack,65,13,1,13,5.0,0
haha better late ever way could swing,37,7,1,7,5.285714285714286,0
ok finish ,10,2,1,2,5.0,0
lookatm thank purchas video clip lookatm charg p think better send video mmsto ,79,13,1,11,6.076923076923077,1
bar b q store life twat orang dungere came ask want deck got first punch,72,15,1,15,4.8,0
messag food,11,2,1,2,5.5,0
ok go sleep hope meet,21,5,1,5,4.2,0
let know detail fri u find co tom fri mention chines thank,58,12,1,11,4.833333333333333,0
right think,11,2,1,2,5.5,0
wat r u,7,3,1,3,2.3333333333333335,0
ur lectur,9,2,1,2,4.5,0
sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop,92,21,1,18,4.380952380952381,1
custom place call,17,3,1,3,5.666666666666667,0
plan yet go join compani jan onlydon know happen,48,9,1,9,5.333333333333333,0
boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,137,25,1,16,5.48,0
haha heard text around,22,4,1,4,5.5,0
ill get tomorrow send,21,4,1,4,5.25,0
shit babe thasa bit mess upyeh,30,6,1,6,5.0,0
oh that late well good night give u call tomorrow iam go go sleep night night,77,16,1,13,4.8125,0
cheer u tex mecaus u werebor yeah okden hunni r uin wk sat sound likeyour havin grfun j keep updat countinlot lovem xxxxx ,122,23,1,22,5.304347826086956,0
sorri meet call later,21,4,1,4,5.25,0
yo howz u girl never rang india l,33,8,1,8,4.125,0
yeah wors,9,2,1,2,4.5,0
tag friend seem count friend,28,5,1,4,5.6,0
long time rememb today,22,4,1,4,5.5,0
havent shop lor juz arriv,25,5,1,5,5.0,0
thank u better work caus feel use otherwis,42,8,1,8,5.25,0
challeng know,13,2,1,2,6.5,0
much ur hdd case cost,21,5,1,5,4.2,0
mysteri solv open email sent anoth batch sweeti,47,8,1,8,5.875,0
describ lucki actual awak noon,30,5,1,5,6.0,0
nd time tri contact u u prize claim call b csstop sm ppm,56,13,1,12,4.3076923076923075,1
cheer card time year alreadi,28,5,1,5,5.6,0
ugh hope asu ppl dont randomli reformat,39,7,1,7,5.571428571428571,0
seen facebook huh lol,21,4,1,4,5.25,0
mah b pick tomorrow,19,4,1,4,4.75,0
still otsid le u come morrow maga ,34,7,1,7,4.857142857142857,0
u still plumber tape wrench could borrow,40,7,1,7,5.714285714285714,0
dear voucher holder claim week offer pc pleas go ts cs appli,60,12,1,12,5.0,1
vl bcum difficult ,18,3,1,3,6.0,0
havent still waitin usual come back sch oredi,45,8,1,8,5.625,0
meet da call,12,3,1,3,4.0,0
k k watch film,14,4,1,3,3.5,0
cinema plu drink appeal tomo fr thriller director like mac ,59,10,1,10,5.9,0
size eleph tablet u shove um ur ass,35,8,1,8,4.375,0
mani peopl seem special first sight remain special till last sight maintain till life end take cr da,100,18,1,15,5.555555555555555,0
parent kidz friend n colleagu scream surpris wait sofa nake ,60,10,1,10,6.0,0
dunno juz askin co got card got salon call hair sens tot da one cut ur hair,75,17,1,15,4.411764705882353,0
good morn pooki pie lol hope wake u,35,8,1,8,4.375,0
mayb woke fuck would problem,28,5,1,5,5.6,0
happi birthday dearwith lot loverakhesh nri,43,6,1,6,7.166666666666667,0
nd time tri contact u u pound prize claim easi call p per min btnationalr,73,15,1,14,4.866666666666666,1
x lt gt go get,14,5,1,5,2.8,0
hi neva worri bout da truth coz truth lead ur heart it least uniqu person like u deserv sleep tight morn,104,21,1,20,4.9523809523809526,0
ur award citi break could win summer shop spree everi wk txt store skilgmetscswinawk ageperwksub,96,15,1,15,6.4,1
ur paper today e morn aft,25,6,1,6,4.166666666666667,0
lick everi drop readi use mouth well,36,7,1,7,5.142857142857143,0
expect whenev text hope goe well tomo,37,7,1,7,5.285714285714286,0
great p diddi neighbor come toothpast everi morn,48,8,1,8,6.0,0
av new number wil u use one ta,30,8,1,8,3.75,0
poke man everyday teach canada abi say hi,41,8,1,8,5.125,0
 lor chang suntec wat time u come,33,7,1,7,4.714285714285714,0
deam see onlin shop ask,23,5,1,5,4.6,0
curiou cuz ask,14,3,1,3,4.666666666666667,0
okay lor wah like def wont let us go haha say term condit,57,13,1,13,4.384615384615385,0
haha yup hope lose kg mon hip hop go orchard weigh,50,11,1,11,4.545454545454546,0
good r u work,13,4,1,4,3.25,0
oh ye littl weather kind coccoon home,37,7,1,7,5.285714285714286,0
home also,9,2,1,2,4.5,0
phone weirdest auto correct,27,4,1,4,6.75,0
oop phone die even know yeah like better,40,8,1,8,5.0,0
havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap,95,24,1,19,3.9583333333333335,0
said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,77,17,1,16,4.529411764705882,0
oh yeah hav great time newquaysend postcard look girl im gone u know im talkin bout xx,86,17,1,16,5.0588235294117645,0
got divorc lol she,18,4,1,4,4.5,0
ur pin,6,2,1,2,3.0,0
babe got enough money pick bread milk give back get home,56,11,1,11,5.090909090909091,0
want snow freez windi,21,4,1,4,5.25,0
urgent tri contact u today draw show prize guarante call land line claim y valid hr,83,16,1,16,5.1875,1
come mahal bu stop lt decim gt,30,7,1,7,4.285714285714286,0
know week go tirunelvai da,26,5,1,5,5.2,0
babi promis treat well bet take good care ,42,8,1,8,5.25,0
like hotel dusk game think solv puzzl area thing,48,9,1,9,5.333333333333333,0
thank rington order refer number x mobil charg tone arriv pleas call custom servic ,83,14,1,14,5.928571428571429,1
hi love goe day fuck morn woke drop cell way stair seem alright phew miss,73,15,1,15,4.866666666666666,0
well must pain catch,20,4,1,4,5.0,0
sorri da thangamit mistak,25,4,1,4,6.25,0
need coz never go,17,4,1,4,4.25,0
rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani some luv u some pray god marri u tri ,165,39,1,26,4.230769230769231,0
ur cashbal current pound maxim ur cashin send collect pmsg cc po box tcrw,73,14,1,13,5.214285714285714,1
feel like dick keep sleep text facebook messag sup town,55,10,1,10,5.5,0
plm come da way,15,4,1,4,3.75,0
guess want alon time could show watch ,38,7,1,7,5.428571428571429,0
height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,96,17,1,14,5.647058823529412,0
yup comin,9,2,1,2,4.5,0
ye princess toledo,18,3,1,3,6.0,0
aight text back mu swing need somebodi get door,47,9,1,9,5.222222222222222,0
ron say fri leh n said ding tai feng cant make reserv said wait lor,67,15,1,14,4.466666666666667,0
good swimsuit allow,19,3,1,3,6.333333333333333,0
okay soon best,14,3,1,3,4.666666666666667,0
cute thought friendship it necessari share everi secret ur close frnd,69,11,1,11,6.2727272727272725,0
ok sent u da latest version da project,38,8,1,7,4.75,0
pl accept one day beg chang number,34,7,1,7,4.857142857142857,0
squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u,101,24,1,16,4.208333333333333,0
ok anybodi ask abt u tel p,26,7,1,7,3.7142857142857144,0
funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choos wife natur disast happen,112,18,1,17,6.222222222222222,0
gon na ring weekend wot,23,5,1,5,4.6,0
also track lighter find,23,4,1,4,5.75,0
babe need advic,15,3,1,3,5.0,0
ill leav around four ok,23,5,1,5,4.6,0
come medic colleg pm forward da,31,6,1,6,5.166666666666667,0
k k good go,11,4,1,3,2.75,0
make lasagna vodka ,19,3,1,3,6.333333333333333,0
hi kate u give ring asap xxx,28,7,1,7,4.0,0
peopl tour thought sofa thing sent curiou sugar,47,8,1,8,5.875,0
told go got drunk,17,4,1,4,4.25,0
fuck chicken messag would late woould buzz hear word,52,9,1,9,5.777777777777778,0
congratul thank good friend u xma prize claim easi call p per minut btnationalr,79,14,1,14,5.642857142857143,1
alway look excus citi,21,4,1,4,5.25,0
yup still coffe wif fren fren drove give lift ,46,9,1,8,5.111111111111111,0
shore takin bu,14,3,1,3,4.666666666666667,0
u gon na get deu ex,19,6,1,6,3.1666666666666665,0
send email mind lt gt time per night,36,8,1,8,4.5,0
 want new nokia i colour phone deliveredtomorrow free minut mobil free text free camcord repli call ,100,16,1,14,6.25,1
tap spile seven pub ga st broad st canal ok,43,10,1,9,4.3,0
ok come n pick u engin,22,6,1,6,3.6666666666666665,0
never want tell short onedg late,32,6,1,6,5.333333333333333,0
raviyog peripher bhayandar east,31,4,1,4,7.75,0
k actual guy meet sunoco howard right way,41,8,1,8,5.125,0
moon come color dream star make music sm give warm peac sleep good night,72,14,1,14,5.142857142857143,0
finish eat got u plate leftov time,34,7,1,7,4.857142857142857,0
thanx lot ,10,2,1,2,5.0,0
hurri home u big butt hang last caller u food done starv ask cook,65,14,1,13,4.642857142857143,0
lol right diet everyday cheat anyway meant fatti,48,8,1,8,6.0,0
great day beauti one,20,4,1,4,5.0,0
happen interview,16,2,1,2,8.0,0
badrith chennai sure pick us competit,37,6,1,6,6.166666666666667,0
tot group mate lucki havent repli wat time need leav ,53,10,1,10,5.3,0
hey around got enough half ten owe,34,7,1,7,4.857142857142857,0
hey tmr mayb meet yck,21,5,1,5,4.2,0
alrit sam nic checkin ur numberso tb,36,7,1,7,5.142857142857143,0
make easi pay back lt gt yr say pay back earlier get,52,12,1,10,4.333333333333333,0
worri sure get,14,3,1,3,4.666666666666667,0
ga station like block away hous drive right sinc armenia end swann take howard,78,14,1,14,5.571428571428571,0
someon u know ask date servic contact cant guess call reveal pobox lshb p,73,14,1,14,5.214285714285714,1
camera award sipix digit camera call fromm landlin deliveri within day,70,11,1,10,6.363636363636363,1
tuition hm go one mind,22,5,1,5,4.4,0
smoke peopl use wyli smoke much justifi ruin shit ,50,9,1,8,5.555555555555555,0
dear good morn feel dear,24,5,1,4,4.8,0
littl med say take everi hour pain back took anoth hope die,59,12,1,12,4.916666666666667,0
beauti tomorrow never come come alreadi today hunt beauti tomorrow wast wonder today goodmorn,93,14,1,10,6.642857142857143,0
dunno lei decid lor abt leona oop tot ben go n msg,50,12,1,12,4.166666666666667,0
hi move in pub would great c u u cud come,41,11,1,10,3.727272727272727,0
today voda number end select receiv award hava match pleas call quot claim code standard rate app,97,17,1,17,5.705882352941177,1
messag free welcom new improv sex dog club unsubscrib servic repli stop msg p ,78,14,1,14,5.571428571428571,1
ever easier,11,2,1,2,5.5,0
rct thnq adrian u text rgd vatian,33,7,1,7,4.714285714285714,1
stop call everyon say might cancer throat hurt talk answer everyon call get one call babysit monday,99,17,1,14,5.823529411764706,0
tough,5,1,1,1,5.0,0
im gonnamissu much would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx,124,20,1,19,6.2,0
ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahav ee name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind dodda problum nalli siguviri idu matra lt gt true neglet,264,40,1,36,6.6,0
hi darlin finish u pick meet text back number luv kate xxx,58,12,1,12,4.833333333333333,0
set place heart mind mind easili forget heart alway rememb wish happi valentin day,82,14,1,12,5.857142857142857,0
surpris still guess right lor ,30,5,1,5,6.0,0
oki wan meet bishan co bishan drive today,41,8,1,7,5.125,0
hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u,95,20,1,19,4.75,0
know serv mean,14,3,1,3,4.666666666666667,0
huh hyde park mel ah opp got confus anyway tt e best choic den juz take ,72,16,1,16,4.5,0
oh gei happend tron mayb ill dl d,33,8,1,8,4.125,0
know girl alway safe selfish know got pa thank good night,57,11,1,10,5.181818181818182,0
worri hope photo shoot went well spif fun workag,48,9,1,9,5.333333333333333,0
freez crave ice fml,19,4,1,4,4.75,0
kay sinc alreadi,16,3,1,3,5.333333333333333,0
eh sorri leh din c ur msg sad alreadi lar watch tv u still offic,64,15,1,15,4.266666666666667,0
yo im right yo work,19,5,1,4,3.8,0
ok darlin supos ok worri muchi film stuff mate babysit call therexx,67,12,1,11,5.583333333333333,0
wake sinc check stuff saw true avail space pl call embassi send mail,68,13,1,13,5.230769230769231,0
nope juz work ,14,3,1,3,4.666666666666667,0
huh fast dat mean u havent finish paint,39,8,1,8,4.875,0
number u live ,14,3,1,3,4.666666666666667,0
put parti day week studi lightli think need draw custom checkbox know hardcor,77,13,1,13,5.923076923076923,0
sac score big hundredh set batsman,34,6,1,6,5.666666666666667,0
send yetti number pl,20,4,1,4,5.0,0
much cost approx per month,26,5,1,5,5.2,0
ok theori test go book think may coz thought wan na go jiayin isnt free,71,15,1,14,4.733333333333333,0
contact date servic someon know find call land line poboxwtgp,61,10,1,10,6.1,1
fine give call know want question,33,6,1,6,5.5,0
sorri got late start way,24,5,1,5,4.8,0
u go back urself lor ,21,5,1,5,4.2,0
ga station go,13,3,1,3,4.333333333333333,0
k u bore come home ,19,5,1,5,3.8,0
babe love cover face kiss,25,5,1,5,5.0,0
like made throw smoke friend car one time awesom,48,9,1,9,5.333333333333333,0
still check da,14,3,1,3,4.666666666666667,0
go walmart ill stay,19,4,1,4,4.75,0
